206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,175.0,268.0,0.0,0.0,0.0,0.0,0.0
206.0,175.0,268.0,271.0,0.0,0.0,0.0,0.0
206.0,175.0,268.0,271.0,282.0,0.0,0.0,0.0
206.0,175.0,268.0,271.0,282.0,216.0,0.0,0.0
206.0,175.0,268.0,271.0,282.0,216.0,215.0,0.0
206.0,175.0,268.0,271.0,282.0,216.0,215.0,241.0
206.0,175.0,268.0,271.0,282.0,216.0,215.0,241.0
206.0,174.0,268.0,271.0,282.0,216.0,215.0,241.0
206.0,174.0,270.0,271.0,282.0,216.0,215.0,241.0
206.0,174.0,270.0,272.0,282.0,216.0,215.0,241.0
206.0,174.0,270.0,272.0,280.0,216.0,215.0,241.0
206.0,174.0,270.0,272.0,280.0,214.0,215.0,241.0
206.0,174.0,270.0,272.0,280.0,214.0,213.0,241.0
206.0,174.0,270.0,272.0,280.0,214.0,213.0,243.0
205.0,174.0,270.0,272.0,280.0,214.0,213.0,243.0
205.0,173.0,270.0,272.0,280.0,214.0,213.0,243.0
205.0,173.0,271.0,272.0,280.0,214.0,213.0,243.0
205.0,173.0,271.0,275.0,280.0,214.0,213.0,243.0
205.0,173.0,271.0,275.0,282.0,214.0,213.0,243.0
205.0,173.0,271.0,275.0,282.0,217.0,213.0,243.0
205.0,173.0,271.0,275.0,282.0,217.0,213.0,243.0
205.0,173.0,271.0,275.0,282.0,217.0,213.0,242.0
205.0,173.0,271.0,275.0,282.0,217.0,213.0,242.0
205.0,171.0,271.0,275.0,282.0,217.0,213.0,242.0
205.0,171.0,271.0,275.0,282.0,217.0,213.0,242.0
205.0,171.0,271.0,278.0,282.0,217.0,213.0,242.0
205.0,171.0,271.0,278.0,283.0,217.0,213.0,242.0
205.0,171.0,271.0,278.0,283.0,216.0,213.0,242.0
205.0,171.0,271.0,278.0,283.0,216.0,215.0,242.0
205.0,171.0,271.0,278.0,283.0,216.0,215.0,244.0
206.0,171.0,271.0,278.0,283.0,216.0,215.0,244.0
206.0,171.0,271.0,278.0,283.0,216.0,215.0,244.0
206.0,171.0,269.0,278.0,283.0,216.0,215.0,244.0
206.0,171.0,269.0,278.0,283.0,216.0,215.0,244.0
206.0,171.0,269.0,278.0,282.0,216.0,215.0,244.0
206.0,171.0,269.0,278.0,282.0,216.0,215.0,244.0
206.0,171.0,269.0,278.0,282.0,216.0,214.0,244.0
206.0,171.0,269.0,278.0,282.0,216.0,214.0,243.0
