155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155.0,221.0,277.0,0.0,0.0,0.0,0.0,0.0,0
155.0,221.0,277.0,225.0,0.0,0.0,0.0,0.0,0
155.0,221.0,277.0,225.0,211.0,0.0,0.0,0.0,0
155.0,221.0,277.0,225.0,211.0,157.0,0.0,0.0,0
155.0,221.0,277.0,225.0,211.0,157.0,196.0,0.0,0
155.0,221.0,277.0,225.0,211.0,157.0,196.0,248.0,0
155.0,221.0,277.0,225.0,211.0,157.0,196.0,248.0,0
155.0,219.0,277.0,225.0,211.0,157.0,196.0,248.0,0
155.0,219.0,279.0,225.0,211.0,157.0,196.0,248.0,0
155.0,219.0,279.0,225.0,211.0,157.0,196.0,248.0,0
155.0,219.0,279.0,225.0,213.0,157.0,196.0,248.0,0
155.0,219.0,279.0,225.0,213.0,157.0,196.0,248.0,0
155.0,219.0,279.0,225.0,213.0,157.0,193.0,248.0,0
155.0,219.0,279.0,225.0,213.0,157.0,193.0,246.0,0
153.0,219.0,279.0,225.0,213.0,157.0,193.0,246.0,0
153.0,220.0,279.0,225.0,213.0,157.0,193.0,246.0,0
153.0,220.0,277.0,225.0,213.0,157.0,193.0,246.0,0
153.0,220.0,277.0,223.0,213.0,157.0,193.0,246.0,0
153.0,220.0,277.0,223.0,213.0,157.0,193.0,246.0,0
153.0,220.0,277.0,223.0,213.0,157.0,193.0,246.0,0
153.0,220.0,277.0,223.0,213.0,157.0,194.0,246.0,0
153.0,220.0,277.0,223.0,213.0,157.0,194.0,248.0,0
155.0,220.0,277.0,223.0,213.0,157.0,194.0,248.0,0
155.0,218.0,277.0,223.0,213.0,157.0,194.0,248.0,0
155.0,218.0,276.0,223.0,213.0,157.0,194.0,248.0,0
155.0,218.0,276.0,225.0,213.0,157.0,194.0,248.0,0
155.0,218.0,276.0,225.0,213.0,157.0,194.0,248.0,0
155.0,218.0,276.0,225.0,213.0,158.0,194.0,248.0,0
155.0,218.0,276.0,225.0,213.0,158.0,194.0,248.0,0
155.0,218.0,276.0,225.0,213.0,158.0,194.0,249.0,0
-
155.0,218.0,276.0,225.0,213.0,158.0,194.0,249.0,0
155.0,219.0,276.0,225.0,213.0,158.0,194.0,249.0,0
155.0,219.0,278.0,225.0,213.0,158.0,194.0,249.0,0
155.0,219.0,278.0,226.0,213.0,158.0,194.0,249.0,0
155.0,219.0,278.0,226.0,212.0,158.0,194.0,249.0,0
155.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
155.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
155.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,156.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,157.0,194.0,249.0,0
157.0,219.0,278.0,226.0,212.0,157.0,193.0,249.0,0
157.0,219.0,278.0,226.0,212.0,157.0,193.0,246.0,0
154.0,219.0,278.0,226.0,212.0,157.0,193.0,246.0,0
154.0,218.0,278.0,226.0,212.0,157.0,193.0,246.0,0
154.0,218.0,279.0,226.0,212.0,157.0,193.0,246.0,0
154.0,218.0,279.0,226.0,212.0,157.0,193.0,246.0,0
154.0,218.0,279.0,226.0,214.0,157.0,193.0,246.0,0
154.0,218.0,279.0,226.0,214.0,159.0,193.0,246.0,0
154.0,218.0,279.0,226.0,214.0,159.0,194.0,246.0,0
154.0,218.0,279.0,226.0,214.0,159.0,194.0,248.0,0
156.0,218.0,279.0,226.0,214.0,159.0,194.0,248.0,0
156.0,219.0,279.0,226.0,214.0,159.0,194.0,248.0,0
156.0,219.0,276.0,226.0,214.0,159.0,194.0,248.0,0
156.0,219.0,276.0,224.0,214.0,159.0,194.0,248.0,0
156.0,219.0,276.0,224.0,213.0,159.0,194.0,248.0,0
156.0,219.0,276.0,224.0,213.0,158.0,194.0,248.0,0
156.0,219.0,276.0,224.0,213.0,158.0,194.0,248.0,0
156.0,219.0,276.0,224.0,213.0,158.0,194.0,246.0,0
-
156.0,219.0,276.0,224.0,213.0,158.0,194.0,246.0,0
156.0,220.0,276.0,224.0,213.0,158.0,194.0,246.0,0
156.0,220.0,276.0,224.0,213.0,158.0,194.0,246.0,0
156.0,220.0,276.0,228.0,213.0,158.0,194.0,246.0,0
156.0,220.0,276.0,228.0,213.0,158.0,194.0,246.0,0
156.0,220.0,276.0,228.0,213.0,157.0,194.0,246.0,0
156.0,220.0,276.0,228.0,213.0,157.0,194.0,246.0,0
156.0,220.0,276.0,228.0,213.0,157.0,194.0,247.0,0
156.0,220.0,276.0,228.0,213.0,157.0,194.0,247.0,0
156.0,220.0,276.0,228.0,213.0,157.0,194.0,247.0,0
156.0,220.0,277.0,228.0,213.0,157.0,194.0,247.0,0
156.0,220.0,277.0,228.0,213.0,157.0,194.0,247.0,0
156.0,220.0,277.0,228.0,214.0,157.0,194.0,247.0,0
156.0,220.0,277.0,228.0,214.0,159.0,194.0,247.0,0
156.0,220.0,277.0,228.0,214.0,159.0,194.0,247.0,0
156.0,220.0,277.0,228.0,214.0,159.0,194.0,246.0,0
154.0,220.0,277.0,228.0,214.0,159.0,194.0,246.0,0
154.0,218.0,277.0,228.0,214.0,159.0,194.0,246.0,0
154.0,218.0,279.0,228.0,214.0,159.0,194.0,246.0,0
154.0,218.0,279.0,227.0,214.0,159.0,194.0,246.0,0
154.0,218.0,279.0,227.0,213.0,159.0,194.0,246.0,0
154.0,218.0,279.0,227.0,213.0,159.0,194.0,246.0,0
154.0,218.0,279.0,227.0,213.0,159.0,195.0,246.0,0
154.0,218.0,279.0,227.0,213.0,159.0,195.0,248.0,0
155.0,218.0,279.0,227.0,213.0,159.0,195.0,248.0,0
155.0,220.0,279.0,227.0,213.0,159.0,195.0,248.0,0
155.0,220.0,276.0,227.0,213.0,159.0,195.0,248.0,0
155.0,220.0,276.0,227.0,213.0,159.0,195.0,248.0,0
155.0,220.0,276.0,227.0,214.0,159.0,195.0,248.0,0
155.0,220.0,276.0,227.0,214.0,158.0,195.0,248.0,0
155.0,220.0,276.0,227.0,214.0,158.0,193.0,248.0,0
155.0,220.0,276.0,227.0,214.0,158.0,193.0,247.0,0
-
156.0,220.0,276.0,227.0,214.0,158.0,193.0,247.0,1
156.0,218.0,276.0,227.0,214.0,158.0,193.0,247.0,1
156.0,218.0,278.0,227.0,214.0,158.0,193.0,247.0,1
156.0,218.0,278.0,227.0,214.0,158.0,193.0,247.0,1
156.0,218.0,278.0,227.0,213.0,158.0,193.0,247.0,1
156.0,218.0,278.0,227.0,213.0,155.0,193.0,247.0,1
156.0,218.0,278.0,227.0,213.0,155.0,193.0,247.0,1
156.0,218.0,278.0,227.0,213.0,155.0,193.0,247.0,1
156.0,218.0,278.0,227.0,213.0,155.0,193.0,247.0,1
156.0,218.0,278.0,227.0,213.0,155.0,193.0,247.0,1
156.0,218.0,279.0,227.0,213.0,155.0,193.0,247.0,1
156.0,218.0,279.0,228.0,213.0,155.0,193.0,247.0,1
156.0,218.0,279.0,228.0,214.0,155.0,193.0,247.0,1
156.0,218.0,279.0,228.0,214.0,158.0,193.0,247.0,1
156.0,218.0,279.0,228.0,214.0,158.0,194.0,247.0,1
156.0,218.0,279.0,228.0,214.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,214.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,214.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,214.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,214.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,213.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,213.0,158.0,194.0,246.0,1
154.0,218.0,279.0,228.0,213.0,158.0,193.0,246.0,1
154.0,218.0,279.0,228.0,213.0,158.0,193.0,246.0,1
157.0,218.0,279.0,228.0,213.0,158.0,193.0,246.0,1
157.0,220.0,279.0,228.0,213.0,158.0,193.0,246.0,1
157.0,220.0,277.0,228.0,213.0,158.0,193.0,246.0,1
157.0,220.0,277.0,228.0,213.0,158.0,193.0,246.0,1
